,c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
3170,Wellington,Nem,21.0,2000-02-01,Meio-Campo,Sao Paulo
3171,Matheus,Ribeiro,13.0,1993-02-23,Zagueiro,Santos
3172,Luizao,,73.0,2002-03-08,Zagueiro,Coritiba
3173,Pedro,,32.0,1997-06-20,Atacante,Fluminense
3174,Santiago,Trellez,22.0,1990-01-17,Atacante,Vitoria
3175,Petros,,6.0,1996-03-17,Meio-Campo,Sao Paulo
3176,Jonatan,Gomez,33.0,1995-08-19,Meio-Campo,Sao Paulo
3177,Jean,Filho,1.0,2000-02-15,Goleiro,Bahia
3178,Adilson,Warken,21.0,1991-10-28,Meio-Campo,Atletico-Mg
3179,Marlon,Freitas,23.0,1995-03-27,Meio-Campo,Fluminense
3180,Michel,Bastos,15.0,1995-02-24,Zagueiro,Palmeiras
3181,Caique,Sa,35.0,1992-05-23,Zagueiro,Vitoria
3182,Wellington,Simiao,7.0,1999-11-01,Meio-Campo,Avai
3183,Caique,Santos,23.0,1994-10-23,Goleiro,Vitoria
3184,Damian,Escudero,11.0,1996-01-11,Meio-Campo,Vasco
3185,Bruno,Paulista,8.0,1995-08-21,Meio-Campo,Vasco
3186,Jonathan,Marlone,92.0,1998-11-23,Meio-Campo,Atletico-Mg
3187,Leonardo,Melo,10.0,1991-01-15,Meio-Campo,Ponte Preta
3188,Eduardo,Henrique,6.0,1993-06-10,Meio-Campo,Athletico-Pr
3189,Rodrigao,,39.0,1993-10-13,Atacante,Bahia
3190,Diego,Rosa,9.0,1989-03-22,Atacante,Atletico-Go
3191,Juninho,Piauiense,37.0,1994-10-25,Atacante,Sport
3192,Oswaldo,Bocanegra,2.0,2000-04-22,Zagueiro,Sport
3193,Thomas,Bedinelli,20.0,1993-02-24,Meio-Campo,Sport
3194,Guilherme,Silveira,11.0,1996-01-08,Meio-Campo,Vasco
3195,Paulo,Pereira,9.0,1990-09-04,Atacante,Vasco
3196,Leonardo,Valencia,7.0,1997-06-20,Meio-Campo,Botafogo-Rj
3197,Fabricio,Silva,87.0,1999-03-19,Zagueiro,Athletico-Pr
3198,Regis,,20.0,1992-11-30,Meio-Campo,Bahia
3199,Nilton,Rodrigues,7.0,1992-10-13,Meio-Campo,Atletico-Go
3200,Junior,Dutra,9.0,2000-03-20,Meio-Campo,Avai
3201,Guilherme,Gusmao,17.0,1991-07-15,Meio-Campo,Athletico-Pr
3202,Rodrigo,Silva,28.0,1998-03-09,Zagueiro,Cruzeiro
3203,Luiz,Gaioto,44.0,1992-11-13,Zagueiro,Flamengo
3204,Jonathan,Lemos,2.0,1993-05-29,Zagueiro,Atletico-Go
3205,Eder,,30.0,1986-11-15,Zagueiro,Bahia
3206,Bruno,Rodrigo,33.0,1992-06-16,Zagueiro,Gremio
3207,Anderson,Martins,4.0,1992-02-01,Zagueiro,Vasco
3208,Edimar,Fraga,16.0,1994-11-25,Zagueiro,Sao Paulo
3209,Moises,Barbosa,6.0,1991-06-19,Zagueiro,Corinthians
3210,Wendel,,37.0,1991-08-31,Meio-Campo,Fluminense
3211,Alan,Ruschel,28.0,1989-08-23,Zagueiro,Chapecoense
3212,Luanzinho,,21.0,1992-01-06,Meio-Campo,Avai
3213,Giovanni,Augusto,89.0,1989-09-05,Meio-Campo,Goias
3214,Daniel,Amorim,28.0,1989-09-15,Atacante,Avai
3215,Lucas,Perdomo,28.0,1998-08-23,Zagueiro,Atletico-Mg
3216,Esteban,Pavez,21.0,1994-05-08,Meio-Campo,Athletico-Pr
3217,Marcos,Dutra,1.0,1996-02-05,Goleiro,Atletico-Go
3218,Juninho,,16.0,1987-10-23,Zagueiro,Vitoria
3219,Jucilei,,25.0,1988-04-06,Meio-Campo,Sao Paulo
3220,Werley,Silva,34.0,1995-10-26,Zagueiro,Coritiba
3221,Guilherme,,11.0,1995-04-13,Meio-Campo,Botafogo-Rj
3222,Hector,Canteros,8.0,1989-03-15,Meio-Campo,Chapecoense
3223,Marciel,Silva,22.0,2000-02-11,Zagueiro,Corinthians
3224,Ronaldo,Souza,5.0,1997-06-24,Meio-Campo,Atletico-Go
3225,Wagner,Santos,8.0,1997-09-16,Meio-Campo,Vasco
3226,Wesley,Beltrame,28.0,1997-03-17,Meio-Campo,Sport
3227,Raniel,,36.0,1996-06-11,Atacante,Cruzeiro
3228,Nonoca,,34.0,1994-07-27,Meio-Campo,Cruzeiro
3229,Danilo,Barcelos,6.0,1991-08-17,Zagueiro,Ponte Preta
3230,Ramon,Motta,6.0,1993-03-22,Zagueiro,Vasco
3231,Michael,Arroyo,9.0,1997-02-27,Meio-Campo,Gremio
3232,Jael,,31.0,1993-10-19,Atacante,Gremio
3233,Stiven,Mendoza,17.0,1992-06-27,Meio-Campo,Bahia
3234,Thiago,Carleto,88.0,1999-05-03,Zagueiro,Coritiba
3235,Cleber,Reis,50.0,1999-04-28,Zagueiro,Coritiba
3236,Paulo,Junior,5.0,1990-09-06,Meio-Campo,Bahia
3237,Matheus,Jesus,22.0,1997-04-10,Meio-Campo,Santos
3238,Ribamar,,9.0,1997-05-21,Atacante,Athletico-Pr
3239,Jorge,Mendoza,10.0,1999-09-04,Meio-Campo,Ponte Preta
3240,Luan,Petroni,4.0,1992-02-17,Zagueiro,Ponte Preta
3241,Andres,Rios,9.0,1998-06-16,Atacante,Vasco
3242,Eder,Militao,13.0,1997-08-25,Zagueiro,Sao Paulo
3243,Reginaldo,Junior,40.0,1991-12-15,Zagueiro,Fluminense
3244,Lucas,Paqueta,39.0,1996-07-19,Atacante,Flamengo
3245,William,Alves,3.0,1987-04-29,Zagueiro,Atletico-Go
3246,Marcos,Araujo,10.0,1992-02-05,Meio-Campo,Botafogo-Rj
3247,Bruno,Silva,8.0,1986-08-03,Meio-Campo,Fluminense
3248,Diogo,Silva,12.0,1986-07-08,Goleiro,Ceara
3249,Neilton,Mestzk,10.0,1995-12-30,Meio-Campo,Vitoria
3250,Edigar,Junio,11.0,1991-10-08,Atacante,Bahia
3251,Sidao,,12.0,1982-12-24,Goleiro,Sao Paulo
3252,Nilton,Junior,10.0,1990-10-02,Meio-Campo,Csa
3253,Cassiano,Moreira,20.0,1996-05-18,Atacante,Csa
3254,Celsinho,,22.0,1993-01-08,Zagueiro,Csa
3255,Yago,Silva,3.0,1998-07-15,Zagueiro,Ponte Preta
3256,Colin,Kazm-Richards,18.0,1996-11-17,Atacante,Corinthians
3257,Elton,Ataide,17.0,1996-09-30,Meio-Campo,Bahia
3258,Valdivia,,20.0,1993-11-01,Meio-Campo,Atletico-Mg
3259,Fillipe,Soutto,57.0,1991-03-11,Meio-Campo,Vitoria
3260,Hueglo,Neris,22.0,1993-06-25,Zagueiro,Sport
3261,Evander,,7.0,1994-09-28,Meio-Campo,Vasco
3262,Luiz,Silva,21.0,1994-05-15,Meio-Campo,Gremio
3263,Geuvanio,,23.0,1992-04-05,Meio-Campo,Flamengo
3264,Jean,Filho,1.0,2000-05-08,Goleiro,Sao Paulo
3265,Kozlinski,,1.0,1991-06-18,Goleiro,Avai
3266,Machado,,35.0,1996-01-20,Meio-Campo,Gremio
3267,Leonardo,Gomes,6.0,1996-03-30,Zagueiro,Gremio
3268,Felipe,Vizeu,47.0,2000-06-26,Atacante,Flamengo
3269,Dionatha,,54.0,1998-09-08,Meio-Campo,Gremio
3270,Fellipe,Bastos,21.0,1990-02-01,Meio-Campo,Corinthians
3271,Ewandro,,35.0,1998-04-05,Atacante,Fluminense
3272,Joao,Santos,2.0,1996-10-07,Meio-Campo,Chapecoense
3273,Rodrigo,Andrade,97.0,1997-06-04,Zagueiro,Vitoria
3274,Luan,Louza,11.0,1990-10-11,Meio-Campo,America-Mg
3275,Claudio,Winck,2.0,1991-07-03,Zagueiro,Sport
3276,Leo,Ortiz,33.0,1996-01-03,Zagueiro,Sport
3277,Rafael,Silva,35.0,1995-05-26,Zagueiro,Ceara
3278,Rhayner,,90.0,1993-07-19,Meio-Campo,Vitoria
3279,Leandro,Vilela,5.0,1995-06-29,Meio-Campo,Parana
3280,Regis,Souza,33.0,1996-07-16,Zagueiro,Sao Paulo
3281,Rafael,Marques,3.0,1983-05-27,Zagueiro,Chapecoense
3282,Gustavo,Blanco,30.0,1994-10-03,Meio-Campo,Atletico-Mg
3283,Jhonny,Lucas,5.0,1991-05-13,Meio-Campo,Parana
3284,Rafael,Lima,3.0,1986-03-08,Zagueiro,America-Mg
3285,Iago,,28.0,1995-05-21,Zagueiro,Internacional
3286,Vinicius,Freitas,17.0,1995-10-03,Zagueiro,Chapecoense
3287,Julio,Jacobi,22.0,2000-04-18,Goleiro,Fluminense
3288,Ricardo,Oliveira,9.0,1991-01-19,Atacante,Atletico-Mg
3289,Bochecha,,11.0,1996-10-10,Meio-Campo,Botafogo-Rj
3290,Jadson,,16.0,1993-08-30,Meio-Campo,Fluminense
3291,Roger,Guedes,23.0,1996-10-02,Meio-Campo,Atletico-Mg
3292,Leandro,Damiao,9.0,1999-06-08,Atacante,Internacional
3293,Jesiel,Miranda,3.0,1994-07-05,Zagueiro,Parana
3294,Henrique,Dourado,19.0,1994-05-29,Atacante,Flamengo
3295,Leonardo,Morais,33.0,1996-11-21,Meio-Campo,Fluminense
3296,Nene,,7.0,1981-07-19,Meio-Campo,Sao Paulo
3297,Leandro,Bambu,3.0,1995-10-23,Zagueiro,Csa
3298,Nathan,Ribeiro,14.0,1990-06-02,Zagueiro,Fortaleza
3299,Wesley,Beltrame,22.0,1992-05-24,Meio-Campo,America-Mg
3300,Rafael,Moura,9.0,1999-05-21,Atacante,America-Mg
3301,Thiago,Galhardo,8.0,1989-07-20,Meio-Campo,Vasco
3302,Norberto,Neto,2.0,1997-11-07,Zagueiro,America-Mg
3303,Aylon,,18.0,1992-04-07,Meio-Campo,America-Mg
3304,Leandro,Donizete,5.0,1994-12-25,Meio-Campo,America-Mg
3305,Carlos,Pereira,6.0,1997-08-17,Zagueiro,America-Mg
3306,Marcelo,Hermes,25.0,1995-02-01,Zagueiro,Cruzeiro
3307,Arnaldo,Almeida,89.0,1990-12-04,Zagueiro,Ceara
3308,Everson,Pires,1.0,1995-06-26,Goleiro,Ceara
3309,Pedrinho,,38.0,1998-04-13,Meio-Campo,Corinthians
3310,Thiago,Carleto,26.0,1997-10-07,Meio-Campo,Athletico-Pr
3311,Fabiano,,18.0,1990-02-17,Zagueiro,Internacional
3312,Cleber,Reis,4.0,1999-07-04,Zagueiro,Parana
3313,Mansur,,6.0,1995-04-29,Zagueiro,Parana
3314,Silvinho,,11.0,1990-07-01,Meio-Campo,Parana
3315,Walisson,,4.0,1997-09-23,Zagueiro,Vitoria
3316,Gabriel,Santana,30.0,1993-07-02,Meio-Campo,Sport
3317,Lucca,Brito,19.0,1999-12-22,Atacante,Internacional
3318,Marlos,Moreno,17.0,1995-03-02,Meio-Campo,Flamengo
3319,Everson,Pereira,25.0,1999-05-31,Zagueiro,Bahia
3320,Mantuan,,2.0,1997-04-23,Zagueiro,Corinthians
3321,Renatinho,,10.0,1988-08-04,Meio-Campo,Botafogo-Rj
3322,Luan,Petroni,14.0,1996-05-13,Zagueiro,Fluminense
3323,Aderlan,Silva,13.0,1992-07-19,Zagueiro,America-Mg
3324,Jorge,Gonzalez,5.0,1999-07-17,Meio-Campo,Parana
3325,Bruno,Barbosa,29.0,1997-05-10,Meio-Campo,Vasco
3326,Federico,Mancuello,21.0,2000-01-04,Meio-Campo,Cruzeiro
3327,Bruno,Silva,20.0,1986-08-03,Meio-Campo,Cruzeiro
3328,Emerson,Royal,14.0,1997-02-05,Zagueiro,Atletico-Mg
3329,Richard,Coelho,25.0,1996-11-28,Meio-Campo,Fluminense
3330,Carlos,Junior,9.0,1998-03-01,Meio-Campo,Parana
3331,Jeferson,,28.0,1996-06-22,Zagueiro,Vitoria
3332,Juninho,Capixaba,6.0,1997-07-06,Zagueiro,Corinthians
3333,Ernando,Lopes,14.0,1991-02-12,Zagueiro,Sport
3334,Paulo,Silva,28.0,1998-05-13,Meio-Campo,Corinthians
3335,Leandro,Desabato,5.0,2000-07-02,Meio-Campo,Vasco
3336,Rafael,Galhardo,2.0,1996-01-18,Zagueiro,Vasco
3337,Fabricio,Silva,6.0,1991-05-04,Zagueiro,Vasco
3338,Junior,Brumado,23.0,1998-07-14,Atacante,Bahia
3339,Junior,,2.0,1989-02-22,Zagueiro,Parana
3340,Hueglo,Neris,3.0,2000-01-13,Zagueiro,Parana
3341,Elton,Brandao,99.0,1991-07-15,Atacante,Ceara
3342,Matheus,Pereira,3.0,2000-12-21,Zagueiro,America-Mg
3343,Giovanni,,6.0,1987-02-05,Zagueiro,America-Mg
3344,Douglas,Coutinho,32.0,1994-02-08,Meio-Campo,Ceara
3345,Pio,,30.0,2001-03-31,Meio-Campo,Ceara
3346,Fabricio,,36.0,2001-02-23,Zagueiro,Sport
3347,Nathan,Ribeiro,32.0,1990-06-02,Zagueiro,Fluminense
3348,Luiz,Gustavo,13.0,1994-02-12,Zagueiro,Vasco
3349,Arthur,Cabral,40.0,1998-11-20,Atacante,Ceara
3350,Wallyson,,22.0,1988-10-17,Meio-Campo,Vitoria
3351,Joao,Carlos,29.0,1989-04-06,Atacante,Fluminense
3352,Rayan,,4.0,1989-12-21,Zagueiro,Parana
3353,Thiago,Santos,9.0,1989-09-05,Atacante,Parana
3354,Deivid,Silva,55.0,1994-04-03,Meio-Campo,Sport
3355,Romario,Santos,37.0,1998-11-18,Meio-Campo,Ceara
3356,Santiago,Trellez,17.0,1990-01-17,Meio-Campo,Sao Paulo
3357,Emerson,Santos,20.0,1995-04-05,Zagueiro,Internacional
3358,Caio,Henrique,11.0,1999-04-18,Meio-Campo,Parana
3359,Roger,Silva,9.0,1998-11-06,Atacante,Corinthians
3360,Serginho,,10.0,1986-08-04,Meio-Campo,America-Mg
3361,Bergson,Silva,30.0,1999-08-07,Atacante,Athletico-Pr
3362,Raphael,Veiga,7.0,1995-06-19,Meio-Campo,Athletico-Pr
3363,Kayke,Moreno,21.0,1988-04-01,Atacante,Bahia
3364,Ibanez,,41.0,1998-07-20,Zagueiro,Fluminense
3365,Matheus,Alessandro,28.0,1996-07-10,Meio-Campo,Fluminense
3366,Cicero,Santos,10.0,1996-06-22,Meio-Campo,Gremio
3367,Sidcley,Pereira,16.0,1997-11-07,Zagueiro,Corinthians
3368,Rodrigo,Aguirre,11.0,1991-12-30,Meio-Campo,Botafogo-Rj
3369,Moises,Barbosa,6.0,1999-07-07,Zagueiro,Botafogo-Rj
3370,Bruno,Bispo,37.0,1992-05-30,Zagueiro,Vitoria
3371,Jean,Oliveira,18.0,1992-03-11,Meio-Campo,Flamengo
3372,Messias,Junior,4.0,1997-10-24,Zagueiro,America-Mg
3373,Gerson,Magrao,17.0,1985-06-13,Zagueiro,America-Mg
3374,Gerson,,13.0,1985-08-07,Zagueiro,Csa
3375,Igor,Silva,6.0,1996-04-05,Zagueiro,Parana
3376,Arouca,,55.0,1999-03-29,Meio-Campo,Vitoria
3377,Carlos,Marques,10.0,1993-07-14,Meio-Campo,Parana
3378,Romulo,Monteiro,27.0,1995-08-11,Meio-Campo,Flamengo
3379,Renan,Lodi,12.0,1996-05-05,Zagueiro,Athletico-Pr
3380,Danilo,Silva,3.0,1997-08-05,Zagueiro,Internacional
3381,Rodrygo,Goes,43.0,1992-12-31,Meio-Campo,Santos
3382,Bryan,Garcia,6.0,2001-01-18,Zagueiro,Vitoria
3383,Henrique,Buss,3.0,1998-01-20,Zagueiro,Corinthians
3384,Marcos,Calazans,19.0,1992-07-01,Atacante,Sao Paulo
3385,Erik,Lima,11.0,1997-05-25,Meio-Campo,Botafogo-Rj
3386,Walter,Bou,9.0,1994-07-23,Atacante,Vitoria
3387,Luan,Santos,15.0,1996-12-29,Meio-Campo,Vitoria
3388,Matheus,Galdezani,20.0,1992-03-13,Meio-Campo,Atletico-Mg
3389,Fellipe,Bastos,5.0,1990-02-01,Meio-Campo,Sport
3390,Nadson,Almeida,10.0,1992-09-19,Atacante,Parana
3391,Javier,Reina,10.0,1989-01-04,Atacante,Ceara
3392,Aderlan,Santos,33.0,1997-09-04,Zagueiro,Vitoria
3393,Rafael,Mariano,15.0,1990-10-24,Meio-Campo,Sport
3394,Edinho,,5.0,1994-08-08,Meio-Campo,Ceara
3395,Juninho,Quixada,21.0,1985-12-12,Meio-Campo,Ceara
3396,Jown,Cardona,23.0,1994-12-04,Meio-Campo,Ceara
3397,Ruan,,44.0,1998-12-06,Zagueiro,Vitoria
3398,Rodolfo,,7.0,1992-05-21,Meio-Campo,Parana
3399,Bruno,Vieira,22.0,1997-06-17,Zagueiro,Bahia
3400,Douglas,Grolli,13.0,1993-05-26,Zagueira,Bahia
3401,Hernane,Souza,19.0,1996-04-09,Atacante,Gremio
3402,Marcelo,Meli,73.0,1993-04-24,Meio-Campo,Vitoria
3403,Agenor,,25.0,1992-07-28,Goleiro,Fluminense
3404,Rildo,Felicissimo,7.0,1998-06-24,Meio-Campo,Chapecoense
3405,Bryan,Mascarenhas,31.0,1995-06-23,Meio-Campo,Chapecoense
3406,Alex,Santana,8.0,1995-05-13,Meio-Campo,Parana
3407,Rene,Santos,4.0,1992-08-30,Zagueiro,Parana
3408,Richard,Costa,1.0,1994-08-14,Goleiro,Parana
3409,Bruno,Peres,15.0,1992-11-22,Zagueiro,Sao Paulo
3410,Jonatan,Alvez,86.0,1993-11-30,Atacante,Internacional
3411,Junior,Dutra,11.0,1991-04-23,Meio-Campo,Fluminense
3412,Guilherme,Biteco,7.0,1994-03-12,Meio-Campo,Parana
3413,Rafael,Grampola,9.0,1992-10-04,Atacante,Parana
3414,Maxi,Lopez,11.0,1997-11-25,Atacante,Vasco
3415,Brenner,Oliveira,9.0,1994-07-09,Atacante,Botafogo-Rj
3416,Lenon,Ribeiro,18.0,1993-05-01,Zagueiro,Vasco
3417,,,14.0,1994-01-26,Zagueiro,Vitoria
3418,Hernan,Barcos,28.0,1996-11-27,Atacante,Cruzeiro
3419,Mario,Costa,70.0,1999-12-16,Meio-Campo,Gremio
3420,Raphael,Alemao,7.0,1992-08-18,Meio-Campo,Parana
3421,Douglas,Gomes,30.0,1998-02-19,Meio-Campo,Corinthians
3422,Yimmi,Chara,11.0,1996-10-01,Meio-Campo,Atletico-Mg
3423,Leo,Pereira,18.0,1996-01-31,Atacante,Vitoria
3424,Paulo,Ribeiro,16.0,1997-05-23,Zagueiro,America-Mg
3425,Nilton,Junior,19.0,1994-09-02,Meio-Campo,Bahia
3426,Leo,Pele,6.0,1993-07-21,Zagueiro,Bahia
3427,Vinicius,Araujo,30.0,1999-12-10,Meio-Campo,Vasco
3428,Leonardo,Gomes,26.0,1996-03-30,Meio-Campo,Vitoria
3429,Erick,,11.0,1997-11-14,Meio-Campo,Vitoria
3430,Diego,Souza,9.0,1985-06-17,Atacante,Sao Paulo
3431,Calyson,,25.0,1993-02-25,Meio-Campo,Ceara
3432,Diego,Torres,72.0,1990-11-06,Meio-Campo,Chapecoense
3433,Osman,,77.0,1992-10-29,Meio-Campo,Chapecoense
3434,Felipe,Jonatan,6.0,1998-02-15,Zagueiro,Ceara
3435,Agustin,Doffo,34.0,1994-01-25,Atacante,Chapecoense
3436,Luciano,Neves,18.0,1992-05-12,Meio-Campo,Fluminense
3437,Lucas,Ribeiro,14.0,1999-01-19,Zagueiro,Vitoria
3438,Robson,Bambu,35.0,1997-11-12,Zagueiro,Santos
3439,Diego,,33.0,1985-02-28,Zagueiro,Athletico-Pr
3440,Marcio,Junior,22.0,1996-09-12,Meio-Campo,Athletico-Pr
3441,Willian,Maranhao,21.0,1995-12-14,Meio-Campo,Vasco
3442,Gabriel,Oliveira,30.0,1999-01-17,Meio-Campo,Internacional
3443,Jair,Junior,88.0,1991-06-05,Meio-Campo,Sport
3444,Bruno,Cosendey,32.0,1990-09-05,Meio-Campo,Vasco
3445,Gustavo,Ferrareis,19.0,1993-06-17,Meio-Campo,Botafogo-Rj
3446,Igor,Cassio,18.0,1998-06-30,Atacante,Botafogo-Rj
3447,Ronaldo,,12.0,1991-04-10,Goleiro,Vitoria
3448,Fabiano,Souza,20.0,1998-02-19,Zagueiro,Vitoria
3449,Victor,Andrade,11.0,1995-09-30,Meio-Campo,Chapecoense
3450,Denilson,Junior,95.0,1994-09-25,Atacante,Atletico-Mg
3451,Jackson,Souza,4.0,1994-08-25,Zagueiro,Bahia
3452,Emerson,Sheik,47.0,1996-06-12,Meio-Campo,Corinthians
3453,Werley,Silva,34.0,1996-05-11,Zagueiro,Vasco
3454,Juninho,,11.0,1987-10-23,Zagueiro,Parana
3455,Junior,Brandao,9.0,1995-01-07,Atacante,Goias
3456,Douglas,Gomes,18.0,1994-04-07,Meio-Campo,Bahia
3457,Hugo,Moura,17.0,1998-01-03,Meio-Campo,Flamengo
3458,Rodrigo,Marinho,23.0,1995-05-23,Meio-Campo,Cruzeiro
3459,Joao,Pedro,23.0,1999-09-03,Atacante,Fluminense
3460,Fernando,Neto,23.0,1993-01-27,Meio-Campo,Fluminense
3461,Carlos,Oliveira,22.0,1993-12-01,Zagueiro,Atletico-Mg
3462,Saulo,,1.0,1995-04-20,Goleiro,Botafogo-Rj
3463,Marcelo,Benitez,3.0,1993-08-05,Zagueiro,Vitoria
3464,Leo,Santos,14.0,1998-12-09,Zagueiro,Corinthians
3465,Felipe,Alves,32.0,1988-05-21,Goleiro,Athletico-Pr
3466,Marcinho,,17.0,1996-05-16,Meio-Campo,Fortaleza
3467,Paulinho,,16.0,1988-07-25,Zagueiro,Bahia
3468,Andrigo,,7.0,1994-04-20,Zagueiro,Sport
3469,Andrey,Santos,7.0,2004-05-03,Meio-Campo,Parana
3470,Charles,Reiter,3.0,1992-10-08,Zagueiro,Parana
3471,Paulo,Ferreira,32.0,2000-01-22,Zagueiro,Fluminense
3472,Lucas,Fernandes,19.0,1997-09-20,Atacante,Vitoria
3473,Jhony,,8.0,1998-02-18,Meio-Campo,Parana
3474,Keslley,Lopes,7.0,1993-09-14,Meio-Campo,Parana
3475,Ronaldo,Souza,16.0,1991-11-30,Meio-Campo,Flamengo
3476,Felipe,Azevedo,11.0,1987-01-10,Meio-Campo,Ceara
3477,Thiaguinho,,17.0,1997-04-11,Meio-Campo,Corinthians
3478,Everaldo,,37.0,1994-05-28,Meio-Campo,Fluminense
3479,Paulo,Junior,20.0,1994-06-17,Meio-Campo,Ceara
3480,Fernando,Uribe,20.0,1992-06-11,Atacante,Flamengo
3481,Wesley,Claudino,2.0,1993-03-10,Zagueiro,Parana
3482,Mateus,Martins,22.0,1999-10-08,Meio-Campo,Sport
3483,Matheus,Peixoto,70.0,1995-11-16,Atacante,Sport
3484,Alesson,,8.0,1999-02-16,Atacante,Parana
3485,Rossicley,Silva,22.0,1991-12-22,Meio-Campo,Internacional
3486,Jonathan,Vieira,6.0,1995-01-06,Zagueiro,Botafogo-Rj
3487,Edinho,,7.0,1994-08-08,Meio-Campo,Fortaleza
3488,Felipe,Araruna,22.0,1998-05-22,Meio-Campo,Fortaleza
3489,Alex,Silva,2.0,1994-05-15,Zagueiro,Avai
3490,Claudio,Winck,21.0,1993-03-10,Zagueiro,Vasco
3491,Bruno,Edgar,30.0,1992-08-22,Meio-Campo,Csa
3492,Iury,Nascimento,22.0,1992-05-26,Zagueiro,Avai
3493,Rafael,Santos,58.0,1989-03-14,Zagueiro,Flamengo
3494,Rogisvaldo,Santos,27.0,1990-08-02,Meio-Campo,Figueirense
3495,Roni,,56.0,1999-04-15,Meio-Campo,Coritiba
3496,Elano,,31.0,2006-04-02,Meio-Campo,Flamengo
3497,Helio,Neto,33.0,1995-03-01,Zagueiro,Santos
3498,Emerson,Sheik,17.0,1995-04-26,Atacante,Botafogo-Rj
3499,Carlos,Jesus,38.0,1999-05-18,Meio-Campo,Botafogo-Rj
3500,Joao,Gomes,40.0,2001-02-12,Meio-Campo,Criciuma
3501,Ayrton,Ganino,36.0,1998-04-12,Zagueiro,Vitoria
3502,Rafael,Berger,17.0,1991-07-24,Zagueiro,Vitoria
3503,Luiz,Henrique,14.0,1999-03-18,,Bahia
3504,Esquerdinha,,42.0,1990-11-16,Atacante,Goias
3505,Breno,,50.0,2000-09-01,Zagueiro,Gremio
3506,Wellington,Santos,82.0,1998-12-12,Meio-Campo,Bahia
3507,Hermenegildo,Bartolomeu,45.0,1992-03-27,,Coritiba
3508,Keirrison,,99.0,1991-06-10,,Coritiba
3509,Lucas,Oliveira,29.0,1996-02-02,,Fluminense
3510,Bruninho,,43.0,2003-03-14,,Atletico-Mg
3511,Kayke,Moreno,17.0,1988-04-01,,Fluminense
3512,Jean,Figueiredo,17.0,1992-10-07,,Parana
3513,Gilsivan,Silva,84.0,1995-10-27,,Chapecoense
3514,David,Terans,55.0,1994-08-11,,Atletico-Mg
3515,Mauricio,Cordeiro,8.0,1999-09-25,,Vitoria
3516,Clayton,Silva,12.0,1995-04-25,,Bahia
3517,Anderson,Campos,33.0,1992-03-27,,Bahia
3518,Giovanni,Augusto,26.0,1989-09-05,,Vasco
3519,Patrick,,97.0,1992-07-29,,Ceara
3520,Wesley,,23.0,1999-03-30,,America-Mg
3521,Jose,Martins,92.0,1999-12-01,,Chapecoense
3522,Gustavo,Barreto,95.0,1997-06-12,,Chapecoense
3523,Romario,,9.0,1992-03-13,,Ceara
3524,Tomas,Andrade,8.0,1993-05-16,,Atletico-Mg
3525,Marcelo,Santos,13.0,1994-05-29,,Botafogo-Rj
3526,Renan,Oliveira,23.0,1998-10-02,,America-Mg
3527,Morato,,49.0,1995-01-17,,Sport
3528,Felipe,Araruna,28.0,1990-09-10,,Sao Paulo
3529,Marcos,Goncalves,7.0,1991-05-25,,America-Mg
3530,Junior,Dutra,19.0,2000-03-11,,Corinthians
3531,Matheus,Dantas,55.0,1998-09-05,,Flamengo
3532,Lucas,Marques,8.0,2004-03-06,,Vitoria
3533,Juninho,Piauiense,90.0,1992-10-11,,Ceara
3534,Robson,Silva,17.0,1999-06-09,,Fluminense
3535,Michel,Bastos,9.0,1999-05-31,,Sport
3536,Moresche,,35.0,1997-08-20,,Vasco
3537,Italo,,27.0,1996-11-07,,Bahia
3538,Vitor,Feijao,19.0,1998-12-22,,Parana
3539,Kelvin,Oliveira,28.0,1999-03-04,,Vasco
3540,Guilherme,Silveira,21.0,2000-01-26,,Vitoria
3541,Yuri,Alberto,29.0,2001-03-18,,Santos
3542,Carlos,Pereira,95.0,1998-07-12,,Sport
3543,Ferreira,,13.0,1997-12-31,,Sport
3544,Marinaldo,Oliveira,5.0,1996-09-28,,Ceara
3545,Brenner,Sabino,48.0,1997-01-29,,Internacional
3546,Emerson,Santos,42.0,1995-04-05,,Santos
3547,Romarinho,,19.0,1994-03-01,,Fluminense
3548,Rildo,Felicissimo,17.0,1994-08-06,,Vasco
3549,Gilberto,Junior,17.0,1992-04-21,,Sao Paulo
3550,Matheus,Oliveira,21.0,1997-09-28,,Santos
3551,Feijao,,15.0,1994-04-18,,Bahia
3552,Maurinho,,30.0,1991-08-09,,Avai
3553,Ederson,Silva,91.0,1991-05-15,,Athletico-Pr
3554,Getterson,,33.0,1991-05-06,,Coritiba
3555,Caio,Monteiro,18.0,1999-12-12,,Vasco
3556,Serginho,,41.0,1986-08-04,,Santos
3557,Beto,Silva,19.0,1991-10-15,,Gremio
3558,Leo,Gamalho,16.0,1986-01-31,,Ponte Preta
3559,Willians,Santana,28.0,1988-05-22,,Avai
3560,Maicosuel,,7.0,1990-11-22,,Sao Paulo
3561,Thallyson,Dias,31.0,1997-04-18,,Vitoria
3562,Yilmar,Filigrana,90.0,2000-03-21,,Coritiba
3563,Wenderson,,20.0,1998-06-07,,Botafogo-Rj
3564,Diego,Tavares,31.0,1991-07-06,,Avai
